time(s)	,         LorenzX	,          LorenzY		,          LorenzZ		
43.13	,	[-8.35 -8.21]	,	[-8.35 -8.21 27.03]	,	[-8.35 -8.21 27.03]
43.14	,	[-8.34 -8.21]	,	[-8.34 -8.21 27.  ]	,	[-8.34 -8.21 27.  ]
43.15	,	[-8.33 -8.21]	,	[-8.33 -8.21 26.96]	,	[-8.33 -8.21 26.96]
43.16	,	[-8.32 -8.21]	,	[-8.32 -8.21 26.93]	,	[-8.32 -8.21 26.93]
43.17	,	[-8.31 -8.22]	,	[-8.31 -8.22 26.89]	,	[-8.31 -8.22 26.89]
43.18	,	[-8.3  -8.23]	,	[-8.3  -8.23 26.86]	,	[-8.3  -8.23 26.86]
43.19	,	[-8.29 -8.24]	,	[-8.29 -8.24 26.82]	,	[-8.29 -8.24 26.82]
43.2	,	[-8.29 -8.26]	,	[-8.29 -8.26 26.79]	,	[-8.29 -8.26 26.79]
43.21	,	[-8.28 -8.28]	,	[-8.28 -8.28 26.76]	,	[-8.28 -8.28 26.76]
43.22	,	[-8.28 -8.3 ]	,	[-8.28 -8.3  26.73]	,	[-8.28 -8.3  26.73]
43.23	,	[-8.28 -8.32]	,	[-8.28 -8.32 26.71]	,	[-8.28 -8.32 26.71]
43.24	,	[-8.29 -8.34]	,	[-8.29 -8.34 26.68]	,	[-8.29 -8.34 26.68]
43.25	,	[-8.29 -8.37]	,	[-8.29 -8.37 26.66]	,	[-8.29 -8.37 26.66]
43.26	,	[-8.3  -8.39]	,	[-8.3  -8.39 26.65]	,	[-8.3  -8.39 26.65]
43.27	,	[-8.31 -8.42]	,	[-8.31 -8.42 26.63]	,	[-8.31 -8.42 26.63]
43.28	,	[-8.32 -8.45]	,	[-8.32 -8.45 26.62]	,	[-8.32 -8.45 26.62]
43.29	,	[-8.33 -8.48]	,	[-8.33 -8.48 26.62]	,	[-8.33 -8.48 26.62]
43.3	,	[-8.35 -8.51]	,	[-8.35 -8.51 26.61]	,	[-8.35 -8.51 26.61]
43.31	,	[-8.37 -8.54]	,	[-8.37 -8.54 26.61]	,	[-8.37 -8.54 26.61]
43.32	,	[-8.38 -8.57]	,	[-8.38 -8.57 26.62]	,	[-8.38 -8.57 26.62]
43.33	,	[-8.4 -8.6]	,	[-8.4  -8.6  26.63]	,	[-8.4  -8.6  26.63]
43.34	,	[-8.42 -8.63]	,	[-8.42 -8.63 26.64]	,	[-8.42 -8.63 26.64]
43.35	,	[-8.44 -8.66]	,	[-8.44 -8.66 26.66]	,	[-8.44 -8.66 26.66]
43.36	,	[-8.47 -8.69]	,	[-8.47 -8.69 26.68]	,	[-8.47 -8.69 26.68]
43.37	,	[-8.49 -8.71]	,	[-8.49 -8.71 26.7 ]	,	[-8.49 -8.71 26.7 ]
43.38	,	[-8.51 -8.74]	,	[-8.51 -8.74 26.73]	,	[-8.51 -8.74 26.73]
43.39	,	[-8.53 -8.76]	,	[-8.53 -8.76 26.76]	,	[-8.53 -8.76 26.76]
43.4	,	[-8.56 -8.77]	,	[-8.56 -8.77 26.79]	,	[-8.56 -8.77 26.79]
43.41	,	[-8.58 -8.79]	,	[-8.58 -8.79 26.83]	,	[-8.58 -8.79 26.83]
43.42	,	[-8.6 -8.8]	,	[-8.6  -8.8  26.87]	,	[-8.6  -8.8  26.87]
43.43	,	[-8.62 -8.81]	,	[-8.62 -8.81 26.91]	,	[-8.62 -8.81 26.91]
43.44	,	[-8.64 -8.82]	,	[-8.64 -8.82 26.95]	,	[-8.64 -8.82 26.95]
43.45	,	[-8.66 -8.82]	,	[-8.66 -8.82 26.99]	,	[-8.66 -8.82 26.99]
43.46	,	[-8.67 -8.82]	,	[-8.67 -8.82 27.04]	,	[-8.67 -8.82 27.04]
43.47	,	[-8.69 -8.81]	,	[-8.69 -8.81 27.08]	,	[-8.69 -8.81 27.08]
43.48	,	[-8.7  -8.81]	,	[-8.7  -8.81 27.13]	,	[-8.7  -8.81 27.13]
43.49	,	[-8.71 -8.79]	,	[-8.71 -8.79 27.17]	,	[-8.71 -8.79 27.17]
43.5	,	[-8.72 -8.78]	,	[-8.72 -8.78 27.21]	,	[-8.72 -8.78 27.21]
43.51	,	[-8.72 -8.76]	,	[-8.72 -8.76 27.25]	,	[-8.72 -8.76 27.25]
43.52	,	[-8.73 -8.74]	,	[-8.73 -8.74 27.29]	,	[-8.73 -8.74 27.29]
43.53	,	[-8.73 -8.71]	,	[-8.73 -8.71 27.32]	,	[-8.73 -8.71 27.32]
43.54	,	[-8.73 -8.68]	,	[-8.73 -8.68 27.35]	,	[-8.73 -8.68 27.35]
43.55	,	[-8.72 -8.65]	,	[-8.72 -8.65 27.38]	,	[-8.72 -8.65 27.38]
43.56	,	[-8.72 -8.62]	,	[-8.72 -8.62 27.41]	,	[-8.72 -8.62 27.41]
43.57	,	[-8.71 -8.59]	,	[-8.71 -8.59 27.43]	,	[-8.71 -8.59 27.43]
43.58	,	[-8.69 -8.55]	,	[-8.69 -8.55 27.44]	,	[-8.69 -8.55 27.44]
43.59	,	[-8.68 -8.51]	,	[-8.68 -8.51 27.46]	,	[-8.68 -8.51 27.46]
43.6	,	[-8.66 -8.48]	,	[-8.66 -8.48 27.46]	,	[-8.66 -8.48 27.46]
43.61	,	[-8.65 -8.44]	,	[-8.65 -8.44 27.46]	,	[-8.65 -8.44 27.46]
43.62	,	[-8.62 -8.4 ]	,	[-8.62 -8.4  27.46]	,	[-8.62 -8.4  27.46]
43.63	,	[-8.6  -8.36]	,	[-8.6  -8.36 27.45]	,	[-8.6  -8.36 27.45]
43.64	,	[-8.58 -8.33]	,	[-8.58 -8.33 27.44]	,	[-8.58 -8.33 27.44]
43.65	,	[-8.55 -8.29]	,	[-8.55 -8.29 27.42]	,	[-8.55 -8.29 27.42]
43.66	,	[-8.53 -8.26]	,	[-8.53 -8.26 27.4 ]	,	[-8.53 -8.26 27.4 ]
43.67	,	[-8.5  -8.23]	,	[-8.5  -8.23 27.37]	,	[-8.5  -8.23 27.37]
43.68	,	[-8.47 -8.2 ]	,	[-8.47 -8.2  27.34]	,	[-8.47 -8.2  27.34]
43.69	,	[-8.44 -8.17]	,	[-8.44 -8.17 27.31]	,	[-8.44 -8.17 27.31]
43.7	,	[-8.42 -8.15]	,	[-8.42 -8.15 27.27]	,	[-8.42 -8.15 27.27]
43.71	,	[-8.39 -8.13]	,	[-8.39 -8.13 27.23]	,	[-8.39 -8.13 27.23]
43.72	,	[-8.36 -8.11]	,	[-8.36 -8.11 27.18]	,	[-8.36 -8.11 27.18]
43.73	,	[-8.34 -8.1 ]	,	[-8.34 -8.1  27.14]	,	[-8.34 -8.1  27.14]
43.74	,	[-8.31 -8.09]	,	[-8.31 -8.09 27.09]	,	[-8.31 -8.09 27.09]
43.75	,	[-8.29 -8.08]	,	[-8.29 -8.08 27.04]	,	[-8.29 -8.08 27.04]
43.76	,	[-8.27 -8.08]	,	[-8.27 -8.08 26.99]	,	[-8.27 -8.08 26.99]
43.77	,	[-8.25 -8.08]	,	[-8.25 -8.08 26.94]	,	[-8.25 -8.08 26.94]
43.78	,	[-8.23 -8.09]	,	[-8.23 -8.09 26.89]	,	[-8.23 -8.09 26.89]
43.79	,	[-8.22 -8.1 ]	,	[-8.22 -8.1  26.84]	,	[-8.22 -8.1  26.84]
43.8	,	[-8.21 -8.12]	,	[-8.21 -8.12 26.79]	,	[-8.21 -8.12 26.79]
43.81	,	[-8.2  -8.14]	,	[-8.2  -8.14 26.74]	,	[-8.2  -8.14 26.74]
43.82	,	[-8.19 -8.16]	,	[-8.19 -8.16 26.69]	,	[-8.19 -8.16 26.69]
43.83	,	[-8.19 -8.18]	,	[-8.19 -8.18 26.65]	,	[-8.19 -8.18 26.65]
43.84	,	[-8.19 -8.21]	,	[-8.19 -8.21 26.61]	,	[-8.19 -8.21 26.61]
43.85	,	[-8.19 -8.24]	,	[-8.19 -8.24 26.57]	,	[-8.19 -8.24 26.57]
43.86	,	[-8.2  -8.28]	,	[-8.2  -8.28 26.54]	,	[-8.2  -8.28 26.54]
43.87	,	[-8.2  -8.32]	,	[-8.2  -8.32 26.51]	,	[-8.2  -8.32 26.51]
43.88	,	[-8.22 -8.35]	,	[-8.22 -8.35 26.48]	,	[-8.22 -8.35 26.48]
43.89	,	[-8.23 -8.4 ]	,	[-8.23 -8.4  26.46]	,	[-8.23 -8.4  26.46]
43.9	,	[-8.25 -8.44]	,	[-8.25 -8.44 26.45]	,	[-8.25 -8.44 26.45]
43.91	,	[-8.27 -8.48]	,	[-8.27 -8.48 26.44]	,	[-8.27 -8.48 26.44]
43.92	,	[-8.29 -8.53]	,	[-8.29 -8.53 26.44]	,	[-8.29 -8.53 26.44]
43.93	,	[-8.31 -8.57]	,	[-8.31 -8.57 26.44]	,	[-8.31 -8.57 26.44]
43.94	,	[-8.34 -8.61]	,	[-8.34 -8.61 26.44]	,	[-8.34 -8.61 26.44]
43.95	,	[-8.36 -8.66]	,	[-8.36 -8.66 26.46]	,	[-8.36 -8.66 26.46]
43.96	,	[-8.39 -8.7 ]	,	[-8.39 -8.7  26.48]	,	[-8.39 -8.7  26.48]
43.97	,	[-8.42 -8.74]	,	[-8.42 -8.74 26.5 ]	,	[-8.42 -8.74 26.5 ]
43.98	,	[-8.46 -8.78]	,	[-8.46 -8.78 26.53]	,	[-8.46 -8.78 26.53]
43.99	,	[-8.49 -8.82]	,	[-8.49 -8.82 26.57]	,	[-8.49 -8.82 26.57]
44.0	,	[-8.52 -8.85]	,	[-8.52 -8.85 26.61]	,	[-8.52 -8.85 26.61]
44.01	,	[-8.55 -8.88]	,	[-8.55 -8.88 26.65]	,	[-8.55 -8.88 26.65]
44.02	,	[-8.59 -8.91]	,	[-8.59 -8.91 26.7 ]	,	[-8.59 -8.91 26.7 ]
44.03	,	[-8.62 -8.93]	,	[-8.62 -8.93 26.75]	,	[-8.62 -8.93 26.75]
44.04	,	[-8.65 -8.95]	,	[-8.65 -8.95 26.81]	,	[-8.65 -8.95 26.81]
44.05	,	[-8.68 -8.96]	,	[-8.68 -8.96 26.87]	,	[-8.68 -8.96 26.87]
44.06	,	[-8.71 -8.97]	,	[-8.71 -8.97 26.93]	,	[-8.71 -8.97 26.93]
44.07	,	[-8.73 -8.97]	,	[-8.73 -8.97 26.99]	,	[-8.73 -8.97 26.99]
44.08	,	[-8.76 -8.97]	,	[-8.76 -8.97 27.06]	,	[-8.76 -8.97 27.06]
44.09	,	[-8.78 -8.97]	,	[-8.78 -8.97 27.12]	,	[-8.78 -8.97 27.12]
44.1	,	[-8.8  -8.95]	,	[-8.8  -8.95 27.18]	,	[-8.8  -8.95 27.18]
44.11	,	[-8.81 -8.94]	,	[-8.81 -8.94 27.25]	,	[-8.81 -8.94 27.25]
44.12	,	[-8.83 -8.91]	,	[-8.83 -8.91 27.31]	,	[-8.83 -8.91 27.31]
44.13	,	[-8.83 -8.88]	,	[-8.83 -8.88 27.37]	,	[-8.83 -8.88 27.37]
44.14	,	[-8.84 -8.85]	,	[-8.84 -8.85 27.42]	,	[-8.84 -8.85 27.42]
44.15	,	[-8.84 -8.81]	,	[-8.84 -8.81 27.47]	,	[-8.84 -8.81 27.47]
44.16	,	[-8.84 -8.77]	,	[-8.84 -8.77 27.52]	,	[-8.84 -8.77 27.52]
44.17	,	[-8.83 -8.73]	,	[-8.83 -8.73 27.56]	,	[-8.83 -8.73 27.56]
44.18	,	[-8.82 -8.68]	,	[-8.82 -8.68 27.6 ]	,	[-8.82 -8.68 27.6 ]
44.19	,	[-8.81 -8.63]	,	[-8.81 -8.63 27.63]	,	[-8.81 -8.63 27.63]
44.2	,	[-8.79 -8.57]	,	[-8.79 -8.57 27.65]	,	[-8.79 -8.57 27.65]
44.21	,	[-8.77 -8.52]	,	[-8.77 -8.52 27.67]	,	[-8.77 -8.52 27.67]
44.22	,	[-8.74 -8.46]	,	[-8.74 -8.46 27.67]	,	[-8.74 -8.46 27.67]
44.23	,	[-8.71 -8.41]	,	[-8.71 -8.41 27.68]	,	[-8.71 -8.41 27.68]
44.24	,	[-8.68 -8.35]	,	[-8.68 -8.35 27.67]	,	[-8.68 -8.35 27.67]
44.25	,	[-8.65 -8.3 ]	,	[-8.65 -8.3  27.66]	,	[-8.65 -8.3  27.66]
44.26	,	[-8.62 -8.24]	,	[-8.62 -8.24 27.64]	,	[-8.62 -8.24 27.64]
44.27	,	[-8.58 -8.19]	,	[-8.58 -8.19 27.61]	,	[-8.58 -8.19 27.61]
44.28	,	[-8.54 -8.14]	,	[-8.54 -8.14 27.58]	,	[-8.54 -8.14 27.58]
44.29	,	[-8.5 -8.1]	,	[-8.5  -8.1  27.54]	,	[-8.5  -8.1  27.54]
44.3	,	[-8.46 -8.06]	,	[-8.46 -8.06 27.49]	,	[-8.46 -8.06 27.49]
44.31	,	[-8.42 -8.02]	,	[-8.42 -8.02 27.44]	,	[-8.42 -8.02 27.44]
44.32	,	[-8.38 -7.98]	,	[-8.38 -7.98 27.38]	,	[-8.38 -7.98 27.38]
44.33	,	[-8.34 -7.96]	,	[-8.34 -7.96 27.32]	,	[-8.34 -7.96 27.32]
44.34	,	[-8.3  -7.93]	,	[-8.3  -7.93 27.26]	,	[-8.3  -7.93 27.26]
44.35	,	[-8.26 -7.92]	,	[-8.26 -7.92 27.19]	,	[-8.26 -7.92 27.19]
44.36	,	[-8.23 -7.9 ]	,	[-8.23 -7.9  27.12]	,	[-8.23 -7.9  27.12]
44.37	,	[-8.2 -7.9]	,	[-8.2  -7.9  27.05]	,	[-8.2  -7.9  27.05]
44.38	,	[-8.17 -7.9 ]	,	[-8.17 -7.9  26.97]	,	[-8.17 -7.9  26.97]
44.39	,	[-8.14 -7.9 ]	,	[-8.14 -7.9  26.9 ]	,	[-8.14 -7.9  26.9 ]
44.4	,	[-8.12 -7.91]	,	[-8.12 -7.91 26.82]	,	[-8.12 -7.91 26.82]
44.41	,	[-8.1  -7.93]	,	[-8.1  -7.93 26.75]	,	[-8.1  -7.93 26.75]
44.42	,	[-8.08 -7.95]	,	[-8.08 -7.95 26.68]	,	[-8.08 -7.95 26.68]
44.43	,	[-8.07 -7.98]	,	[-8.07 -7.98 26.61]	,	[-8.07 -7.98 26.61]
44.44	,	[-8.06 -8.01]	,	[-8.06 -8.01 26.54]	,	[-8.06 -8.01 26.54]
44.45	,	[-8.05 -8.05]	,	[-8.05 -8.05 26.48]	,	[-8.05 -8.05 26.48]
44.46	,	[-8.05 -8.09]	,	[-8.05 -8.09 26.42]	,	[-8.05 -8.09 26.42]
44.47	,	[-8.06 -8.14]	,	[-8.06 -8.14 26.37]	,	[-8.06 -8.14 26.37]
44.48	,	[-8.06 -8.19]	,	[-8.06 -8.19 26.32]	,	[-8.06 -8.19 26.32]
44.49	,	[-8.08 -8.24]	,	[-8.08 -8.24 26.28]	,	[-8.08 -8.24 26.28]
44.5	,	[-8.09 -8.3 ]	,	[-8.09 -8.3  26.24]	,	[-8.09 -8.3  26.24]
44.51	,	[-8.11 -8.35]	,	[-8.11 -8.35 26.22]	,	[-8.11 -8.35 26.22]
44.52	,	[-8.14 -8.42]	,	[-8.14 -8.42 26.19]	,	[-8.14 -8.42 26.19]
44.53	,	[-8.16 -8.48]	,	[-8.16 -8.48 26.18]	,	[-8.16 -8.48 26.18]
44.54	,	[-8.2  -8.54]	,	[-8.2  -8.54 26.17]	,	[-8.2  -8.54 26.17]
44.55	,	[-8.23 -8.61]	,	[-8.23 -8.61 26.18]	,	[-8.23 -8.61 26.18]
44.56	,	[-8.27 -8.67]	,	[-8.27 -8.67 26.19]	,	[-8.27 -8.67 26.19]
44.57	,	[-8.31 -8.73]	,	[-8.31 -8.73 26.21]	,	[-8.31 -8.73 26.21]
44.58	,	[-8.35 -8.79]	,	[-8.35 -8.79 26.23]	,	[-8.35 -8.79 26.23]
44.59	,	[-8.4  -8.85]	,	[-8.4  -8.85 26.27]	,	[-8.4  -8.85 26.27]
44.6	,	[-8.44 -8.91]	,	[-8.44 -8.91 26.31]	,	[-8.44 -8.91 26.31]
44.61	,	[-8.49 -8.96]	,	[-8.49 -8.96 26.36]	,	[-8.49 -8.96 26.36]
44.62	,	[-8.54 -9.01]	,	[-8.54 -9.01 26.42]	,	[-8.54 -9.01 26.42]
44.63	,	[-8.58 -9.06]	,	[-8.58 -9.06 26.48]	,	[-8.58 -9.06 26.48]
44.64	,	[-8.63 -9.1 ]	,	[-8.63 -9.1  26.56]	,	[-8.63 -9.1  26.56]
44.65	,	[-8.68 -9.13]	,	[-8.68 -9.13 26.63]	,	[-8.68 -9.13 26.63]
44.66	,	[-8.72 -9.16]	,	[-8.72 -9.16 26.71]	,	[-8.72 -9.16 26.71]
44.67	,	[-8.77 -9.18]	,	[-8.77 -9.18 26.8 ]	,	[-8.77 -9.18 26.8 ]
44.68	,	[-8.81 -9.19]	,	[-8.81 -9.19 26.89]	,	[-8.81 -9.19 26.89]
44.69	,	[-8.85 -9.2 ]	,	[-8.85 -9.2  26.98]	,	[-8.85 -9.2  26.98]
44.7	,	[-8.88 -9.2 ]	,	[-8.88 -9.2  27.08]	,	[-8.88 -9.2  27.08]
44.71	,	[-8.91 -9.19]	,	[-8.91 -9.19 27.17]	,	[-8.91 -9.19 27.17]
44.72	,	[-8.94 -9.17]	,	[-8.94 -9.17 27.27]	,	[-8.94 -9.17 27.27]
44.73	,	[-8.96 -9.14]	,	[-8.96 -9.14 27.36]	,	[-8.96 -9.14 27.36]
44.74	,	[-8.98 -9.11]	,	[-8.98 -9.11 27.45]	,	[-8.98 -9.11 27.45]
44.75	,	[-8.99 -9.07]	,	[-8.99 -9.07 27.54]	,	[-8.99 -9.07 27.54]
44.76	,	[-9.   -9.02]	,	[-9.   -9.02 27.62]	,	[-9.   -9.02 27.62]
44.77	,	[-9.   -8.96]	,	[-9.   -8.96 27.69]	,	[-9.   -8.96 27.69]
44.78	,	[-9.  -8.9]	,	[-9.   -8.9  27.76]	,	[-9.   -8.9  27.76]
44.79	,	[-8.99 -8.83]	,	[-8.99 -8.83 27.82]	,	[-8.99 -8.83 27.82]
44.8	,	[-8.97 -8.76]	,	[-8.97 -8.76 27.87]	,	[-8.97 -8.76 27.87]
44.81	,	[-8.95 -8.68]	,	[-8.95 -8.68 27.92]	,	[-8.95 -8.68 27.92]
44.82	,	[-8.93 -8.6 ]	,	[-8.93 -8.6  27.95]	,	[-8.93 -8.6  27.95]
44.83	,	[-8.89 -8.52]	,	[-8.89 -8.52 27.97]	,	[-8.89 -8.52 27.97]
44.84	,	[-8.86 -8.44]	,	[-8.86 -8.44 27.98]	,	[-8.86 -8.44 27.98]
44.85	,	[-8.81 -8.36]	,	[-8.81 -8.36 27.99]	,	[-8.81 -8.36 27.99]
44.86	,	[-8.77 -8.27]	,	[-8.77 -8.27 27.98]	,	[-8.77 -8.27 27.98]
44.87	,	[-8.72 -8.19]	,	[-8.72 -8.19 27.96]	,	[-8.72 -8.19 27.96]
44.88	,	[-8.67 -8.12]	,	[-8.67 -8.12 27.92]	,	[-8.67 -8.12 27.92]
44.89	,	[-8.61 -8.04]	,	[-8.61 -8.04 27.88]	,	[-8.61 -8.04 27.88]
44.9	,	[-8.55 -7.97]	,	[-8.55 -7.97 27.83]	,	[-8.55 -7.97 27.83]
44.91	,	[-8.5  -7.91]	,	[-8.5  -7.91 27.77]	,	[-8.5  -7.91 27.77]
44.92	,	[-8.44 -7.85]	,	[-8.44 -7.85 27.7 ]	,	[-8.44 -7.85 27.7 ]
44.93	,	[-8.38 -7.79]	,	[-8.38 -7.79 27.63]	,	[-8.38 -7.79 27.63]
44.94	,	[-8.32 -7.75]	,	[-8.32 -7.75 27.54]	,	[-8.32 -7.75 27.54]
44.95	,	[-8.26 -7.71]	,	[-8.26 -7.71 27.45]	,	[-8.26 -7.71 27.45]
44.96	,	[-8.21 -7.67]	,	[-8.21 -7.67 27.36]	,	[-8.21 -7.67 27.36]
44.97	,	[-8.15 -7.65]	,	[-8.15 -7.65 27.26]	,	[-8.15 -7.65 27.26]
44.98	,	[-8.1  -7.63]	,	[-8.1  -7.63 27.15]	,	[-8.1  -7.63 27.15]
44.99	,	[-8.06 -7.63]	,	[-8.06 -7.63 27.05]	,	[-8.06 -7.63 27.05]
45.0	,	[-8.01 -7.63]	,	[-8.01 -7.63 26.94]	,	[-8.01 -7.63 26.94]
45.01	,	[-7.97 -7.64]	,	[-7.97 -7.64 26.84]	,	[-7.97 -7.64 26.84]
45.02	,	[-7.94 -7.65]	,	[-7.94 -7.65 26.73]	,	[-7.94 -7.65 26.73]
45.03	,	[-7.91 -7.68]	,	[-7.91 -7.68 26.62]	,	[-7.91 -7.68 26.62]
45.04	,	[-7.89 -7.71]	,	[-7.89 -7.71 26.52]	,	[-7.89 -7.71 26.52]
45.05	,	[-7.87 -7.75]	,	[-7.87 -7.75 26.42]	,	[-7.87 -7.75 26.42]
45.06	,	[-7.86 -7.8 ]	,	[-7.86 -7.8  26.33]	,	[-7.86 -7.8  26.33]
45.07	,	[-7.85 -7.85]	,	[-7.85 -7.85 26.24]	,	[-7.85 -7.85 26.24]
45.08	,	[-7.85 -7.91]	,	[-7.85 -7.91 26.15]	,	[-7.85 -7.91 26.15]
45.09	,	[-7.86 -7.97]	,	[-7.86 -7.97 26.08]	,	[-7.86 -7.97 26.08]
45.1	,	[-7.87 -8.05]	,	[-7.87 -8.05 26.01]	,	[-7.87 -8.05 26.01]
45.11	,	[-7.89 -8.12]	,	[-7.89 -8.12 25.95]	,	[-7.89 -8.12 25.95]
45.12	,	[-7.91 -8.2 ]	,	[-7.91 -8.2  25.9 ]	,	[-7.91 -8.2  25.9 ]
45.13	,	[-7.94 -8.29]	,	[-7.94 -8.29 25.86]	,	[-7.94 -8.29 25.86]
45.14	,	[-7.97 -8.37]	,	[-7.97 -8.37 25.82]	,	[-7.97 -8.37 25.82]
45.15	,	[-8.01 -8.46]	,	[-8.01 -8.46 25.8 ]	,	[-8.01 -8.46 25.8 ]
45.16	,	[-8.06 -8.56]	,	[-8.06 -8.56 25.79]	,	[-8.06 -8.56 25.79]
45.17	,	[-8.11 -8.65]	,	[-8.11 -8.65 25.79]	,	[-8.11 -8.65 25.79]
45.18	,	[-8.16 -8.74]	,	[-8.16 -8.74 25.81]	,	[-8.16 -8.74 25.81]
45.19	,	[-8.22 -8.83]	,	[-8.22 -8.83 25.83]	,	[-8.22 -8.83 25.83]
45.2	,	[-8.28 -8.92]	,	[-8.28 -8.92 25.87]	,	[-8.28 -8.92 25.87]
45.21	,	[-8.35 -9.01]	,	[-8.35 -9.01 25.92]	,	[-8.35 -9.01 25.92]
45.22	,	[-8.41 -9.09]	,	[-8.41 -9.09 25.98]	,	[-8.41 -9.09 25.98]
45.23	,	[-8.48 -9.17]	,	[-8.48 -9.17 26.05]	,	[-8.48 -9.17 26.05]
45.24	,	[-8.55 -9.24]	,	[-8.55 -9.24 26.14]	,	[-8.55 -9.24 26.14]
45.25	,	[-8.62 -9.31]	,	[-8.62 -9.31 26.23]	,	[-8.62 -9.31 26.23]
45.26	,	[-8.69 -9.37]	,	[-8.69 -9.37 26.33]	,	[-8.69 -9.37 26.33]
45.27	,	[-8.76 -9.42]	,	[-8.76 -9.42 26.44]	,	[-8.76 -9.42 26.44]
45.28	,	[-8.82 -9.46]	,	[-8.82 -9.46 26.56]	,	[-8.82 -9.46 26.56]
45.29	,	[-8.89 -9.5 ]	,	[-8.89 -9.5  26.69]	,	[-8.89 -9.5  26.69]
45.3	,	[-8.95 -9.52]	,	[-8.95 -9.52 26.82]	,	[-8.95 -9.52 26.82]
45.31	,	[-9.   -9.53]	,	[-9.   -9.53 26.96]	,	[-9.   -9.53 26.96]
45.32	,	[-9.06 -9.53]	,	[-9.06 -9.53 27.1 ]	,	[-9.06 -9.53 27.1 ]
45.33	,	[-9.1  -9.51]	,	[-9.1  -9.51 27.24]	,	[-9.1  -9.51 27.24]
45.34	,	[-9.15 -9.49]	,	[-9.15 -9.49 27.38]	,	[-9.15 -9.49 27.38]
45.35	,	[-9.18 -9.45]	,	[-9.18 -9.45 27.52]	,	[-9.18 -9.45 27.52]
45.36	,	[-9.21 -9.4 ]	,	[-9.21 -9.4  27.65]	,	[-9.21 -9.4  27.65]
45.37	,	[-9.23 -9.34]	,	[-9.23 -9.34 27.78]	,	[-9.23 -9.34 27.78]
45.38	,	[-9.24 -9.26]	,	[-9.24 -9.26 27.9 ]	,	[-9.24 -9.26 27.9 ]
45.39	,	[-9.24 -9.18]	,	[-9.24 -9.18 28.01]	,	[-9.24 -9.18 28.01]
45.4	,	[-9.23 -9.09]	,	[-9.23 -9.09 28.11]	,	[-9.23 -9.09 28.11]
45.41	,	[-9.22 -8.99]	,	[-9.22 -8.99 28.2 ]	,	[-9.22 -8.99 28.2 ]
45.42	,	[-9.2  -8.88]	,	[-9.2  -8.88 28.28]	,	[-9.2  -8.88 28.28]
45.43	,	[-9.16 -8.77]	,	[-9.16 -8.77 28.34]	,	[-9.16 -8.77 28.34]
45.44	,	[-9.12 -8.65]	,	[-9.12 -8.65 28.39]	,	[-9.12 -8.65 28.39]
45.45	,	[-9.08 -8.52]	,	[-9.08 -8.52 28.42]	,	[-9.08 -8.52 28.42]
45.46	,	[-9.02 -8.4 ]	,	[-9.02 -8.4  28.44]	,	[-9.02 -8.4  28.44]
45.47	,	[-8.96 -8.28]	,	[-8.96 -8.28 28.43]	,	[-8.96 -8.28 28.43]
45.48	,	[-8.89 -8.16]	,	[-8.89 -8.16 28.42]	,	[-8.89 -8.16 28.42]
45.49	,	[-8.82 -8.04]	,	[-8.82 -8.04 28.39]	,	[-8.82 -8.04 28.39]
45.5	,	[-8.74 -7.92]	,	[-8.74 -7.92 28.34]	,	[-8.74 -7.92 28.34]
45.51	,	[-8.66 -7.81]	,	[-8.66 -7.81 28.27]	,	[-8.66 -7.81 28.27]
45.52	,	[-8.57 -7.71]	,	[-8.57 -7.71 28.2 ]	,	[-8.57 -7.71 28.2 ]
45.53	,	[-8.49 -7.62]	,	[-8.49 -7.62 28.11]	,	[-8.49 -7.62 28.11]
45.54	,	[-8.4  -7.53]	,	[-8.4  -7.53 28.  ]	,	[-8.4  -7.53 28.  ]
45.55	,	[-8.31 -7.46]	,	[-8.31 -7.46 27.89]	,	[-8.31 -7.46 27.89]
45.56	,	[-8.23 -7.39]	,	[-8.23 -7.39 27.77]	,	[-8.23 -7.39 27.77]
45.57	,	[-8.14 -7.34]	,	[-8.14 -7.34 27.63]	,	[-8.14 -7.34 27.63]
45.58	,	[-8.06 -7.29]	,	[-8.06 -7.29 27.49]	,	[-8.06 -7.29 27.49]
45.59	,	[-7.99 -7.26]	,	[-7.99 -7.26 27.35]	,	[-7.99 -7.26 27.35]
45.6	,	[-7.91 -7.24]	,	[-7.91 -7.24 27.2 ]	,	[-7.91 -7.24 27.2 ]
45.61	,	[-7.85 -7.23]	,	[-7.85 -7.23 27.05]	,	[-7.85 -7.23 27.05]
45.62	,	[-7.79 -7.23]	,	[-7.79 -7.23 26.89]	,	[-7.79 -7.23 26.89]
45.63	,	[-7.73 -7.25]	,	[-7.73 -7.25 26.74]	,	[-7.73 -7.25 26.74]
45.64	,	[-7.68 -7.27]	,	[-7.68 -7.27 26.59]	,	[-7.68 -7.27 26.59]
45.65	,	[-7.64 -7.31]	,	[-7.64 -7.31 26.44]	,	[-7.64 -7.31 26.44]
45.66	,	[-7.61 -7.36]	,	[-7.61 -7.36 26.29]	,	[-7.61 -7.36 26.29]
45.67	,	[-7.58 -7.41]	,	[-7.58 -7.41 26.15]	,	[-7.58 -7.41 26.15]
45.68	,	[-7.57 -7.48]	,	[-7.57 -7.48 26.01]	,	[-7.57 -7.48 26.01]
